number_of_rows,ip,incoming_num,outgoing_num,user_type
564,42.219.150.26,563,0,2
564,42.219.147.56,563,0,2
564,42.219.144.98,563,0,2
564,42.219.144.5,563,0,2
564,42.219.144.103,563,0,2
563,42.219.157.218,562,0,2
563,42.219.157.180,562,0,2
563,42.219.157.152,562,0,2
563,42.219.157.134,562,0,2
563,42.219.156.27,562,0,2
563,42.219.156.113,562,0,2
563,42.219.156.10,562,0,2
563,42.219.154.247,562,0,2
563,42.219.153.167,553,8,0
563,42.219.152.114,562,0,2
563,42.219.152.101,562,0,2
563,42.219.151.84,562,0,2
563,42.219.151.15,562,0,2
563,42.219.150.94,562,0,2
563,42.219.150.89,562,0,2
563,42.219.150.80,562,0,2
563,42.219.150.53,562,0,2
563,42.219.150.123,562,0,2
563,42.219.150.119,562,0,2
563,42.219.145.207,562,0,2
562,42.219.159.47,561,0,2
562,42.219.159.255,561,0,2
562,42.219.157.227,561,0,2
562,42.219.157.201,561,0,2
562,42.219.157.195,561,0,2
562,42.219.157.164,561,0,2
562,42.219.156.36,561,0,2
562,42.219.156.30,561,0,2
562,42.219.156.126,561,0,2
562,42.219.155.247,561,0,2
562,42.219.155.206,561,0,2
562,42.219.155.169,561,0,2
562,42.219.155.166,561,0,2
562,42.219.155.165,561,0,2
562,42.219.155.160,561,0,2
562,42.219.155.143,561,0,2
562,42.219.154.228,561,0,2
562,42.219.154.206,561,0,2
562,42.219.154.198,561,0,2
562,42.219.152.80,561,0,2
562,42.219.152.48,561,0,2
562,42.219.152.32,561,0,2
562,42.219.151.78,561,0,2
562,42.219.151.6,561,0,2
562,42.219.151.201,561,0,2
562,42.219.150.29,561,0,2
562,42.219.150.120,561,0,2
562,42.219.145.181,561,0,2
562,42.219.145.180,561,0,2
562,42.219.145.171,561,0,2
562,42.219.145.143,561,0,2
562,42.219.145.135,561,0,2
562,42.219.145.134,561,0,2
562,42.219.144.47,561,0,2
562,42.219.144.46,561,0,2
562,42.219.144.23,561,0,2
562,42.219.144.114,561,0,2
562,42.219.144.100,561,0,2
561,42.219.159.249,560,0,2
561,42.219.159.231,560,0,2
561,42.219.157.194,560,0,2
561,42.219.157.156,560,0,2
561,42.219.156.125,560,0,2
561,42.219.156.109,560,0,2
561,42.219.155.233,560,0,2
561,42.219.155.199,560,0,2
561,42.219.155.175,560,0,2
561,42.219.155.170,560,0,2
561,42.219.154.236,560,0,2
561,42.219.154.233,560,0,2
561,42.219.154.214,560,0,2
561,42.219.153.139,560,0,2
561,42.219.152.99,560,0,2
561,42.219.152.92,560,0,2
561,42.219.152.8,560,0,2
561,42.219.152.70,560,0,2
561,42.219.152.62,560,0,2
561,42.219.152.28,560,0,2
561,42.219.152.26,560,0,2
561,42.219.151.29,560,0,2
561,42.219.150.91,560,0,2
561,42.219.150.77,560,0,2
561,42.219.150.3,560,0,2
561,42.219.150.252,561,0,2
561,42.219.146.115,560,0,2
561,42.219.145.252,560,0,2
561,42.219.144.84,560,0,2
561,42.219.144.110,560,0,2
560,42.219.159.7,559,0,2
560,42.219.159.17,559,0,2
560,42.219.157.197,559,0,2
560,42.219.157.182,559,0,2
560,42.219.157.155,559,0,2
560,42.219.157.153,559,0,2
560,42.219.157.130,559,0,2
560,42.219.157.129,559,0,2
560,42.219.156.75,559,0,2
560,42.219.156.71,559,0,2
560,42.219.156.55,559,0,2
560,42.219.156.21,559,0,2
560,42.219.156.149,559,0,2
560,42.219.156.112,559,0,2
560,42.219.154.249,559,0,2
560,42.219.154.248,559,0,2
560,42.219.152.53,559,0,2
560,42.219.152.49,559,0,2
560,42.219.151.72,559,0,2
560,42.219.151.2,559,0,2
560,42.219.151.127,559,0,2
560,42.219.150.67,559,0,2
560,42.219.146.27,559,0,2
560,42.219.146.13,559,0,2
560,42.219.145.160,559,0,2
560,42.219.145.156,559,0,2
560,42.219.145.152,559,0,2
560,42.219.145.137,559,0,2
560,42.219.144.92,559,0,2
560,42.219.144.71,559,0,2
560,42.219.144.4,559,0,2
559,42.219.159.74,558,0,2
559,42.219.159.204,558,0,2
559,42.219.158.60,558,0,2
559,42.219.156.79,558,0,2
559,42.219.156.57,558,0,2
559,42.219.156.18,558,0,2
559,42.219.156.171,558,0,2
559,42.219.156.114,558,0,2
559,42.219.155.213,558,0,2
559,42.219.155.196,558,0,2
559,42.219.155.157,558,0,2
559,42.219.154.225,558,0,2
559,42.219.154.212,558,0,2
559,42.219.153.175,558,0,2
559,42.219.153.135,558,0,2
559,42.219.152.77,558,0,2
559,42.219.152.41,558,0,2
559,42.219.152.34,558,0,2
559,42.219.152.13,558,0,2
559,42.219.151.7,558,0,2
559,42.219.151.61,558,0,2
559,42.219.151.115,558,0,2
559,42.219.151.10,558,0,2
559,42.219.150.66,558,0,2
559,42.219.150.113,558,0,2
559,42.219.150.107,558,0,2
559,42.219.145.230,558,0,2
559,42.219.145.227,558,0,2
559,42.219.144.96,558,0,2
559,42.219.144.86,558,0,2
559,42.219.144.30,558,0,2
558,42.219.157.255,557,0,2
558,42.219.157.178,557,0,2
558,42.219.156.99,557,0,2
558,42.219.156.65,557,0,2
558,42.219.156.41,557,0,2
558,42.219.156.3,557,0,2
558,42.219.156.28,557,0,2
558,42.219.155.255,557,0,2
558,42.219.155.212,557,0,2
558,42.219.155.205,557,0,2
558,42.219.155.194,557,0,2
558,42.219.154.224,557,0,2
558,42.219.152.60,557,0,2
558,42.219.150.95,557,0,2
558,42.219.150.71,557,0,2
558,42.219.150.7,557,0,2
558,42.219.150.56,557,0,2
558,42.219.150.39,557,0,2
558,42.219.150.30,557,0,2
558,42.219.150.108,557,0,2
558,42.219.146.72,557,0,2
558,42.219.146.66,557,0,2
558,42.219.145.166,557,0,2
558,42.219.144.87,557,0,2
558,42.219.144.14,557,0,2
557,42.219.158.78,556,0,2
557,42.219.157.229,556,0,2
557,42.219.157.190,556,0,2
557,42.219.156.50,556,0,2
557,42.219.156.39,556,0,2
557,42.219.156.29,556,0,2
557,42.219.156.202,556,0,2
557,42.219.156.15,556,0,2
557,42.219.156.111,556,0,2
557,42.219.155.250,556,0,2
557,42.219.155.248,556,0,2
557,42.219.155.162,556,0,2
557,42.219.155.149,554,2,0
557,42.219.154.226,556,0,2
557,42.219.153.228,556,0,2
557,42.219.152.59,556,0,2
557,42.219.152.44,556,0,2
557,42.219.152.25,556,0,2
557,42.219.151.82,556,0,2
557,42.219.151.67,556,0,2
557,42.219.151.120,556,0,2
557,42.219.150.75,556,0,2
557,42.219.150.0,556,0,2
557,42.219.144.85,556,0,2
557,42.219.144.40,556,0,2
557,42.219.144.112,556,0,2
556,42.219.158.3,555,0,2
556,42.219.157.34,555,0,2
556,42.219.157.247,555,0,2
556,42.219.157.192,555,0,2
556,42.219.157.179,555,0,2
556,42.219.157.149,555,0,2
556,42.219.157.141,555,0,2
556,42.219.157.132,555,0,2
556,42.219.156.88,555,0,2
556,42.219.156.35,555,0,2
556,42.219.156.161,555,0,2
556,42.219.155.207,555,0,2
556,42.219.154.253,555,0,2
556,42.219.152.68,555,0,2
556,42.219.152.17,555,0,2
556,42.219.151.70,555,0,2
556,42.219.150.58,555,0,2
556,42.219.150.5,555,0,2
556,42.219.150.21,555,0,2
556,42.219.150.102,555,0,2
556,42.219.146.10,555,0,2
556,42.219.145.179,555,0,2
556,42.219.145.155,555,0,2
556,42.219.144.53,555,0,2
556,42.219.144.21,555,0,2
555,42.219.157.212,554,0,2
555,42.219.157.198,554,0,2
555,42.219.156.98,554,0,2
555,42.219.156.56,554,0,2
555,42.219.156.54,554,0,2
555,42.219.156.17,554,0,2
555,42.219.156.123,554,0,2
555,42.219.155.238,554,0,2
555,42.219.155.130,554,0,2
555,42.219.152.100,554,0,2
555,42.219.151.23,554,0,2
555,42.219.147.16,554,0,2
555,42.219.145.222,554,0,2
555,42.219.145.213,554,0,2
555,42.219.145.197,554,0,2
555,42.219.145.190,554,0,2
555,42.219.145.178,554,0,2
555,42.219.144.89,554,0,2
555,42.219.144.81,554,0,2
555,42.219.144.56,554,0,2
555,42.219.144.115,554,0,2
555,42.219.144.11,554,0,2
555,42.219.144.102,554,0,2
554,42.219.159.136,553,0,2
554,42.219.158.144,553,0,2
554,42.219.158.117,553,0,2
554,42.219.157.128,553,0,2
554,42.219.156.91,553,0,2
554,42.219.156.85,553,0,2
554,42.219.156.84,553,0,2
554,42.219.156.108,553,0,2
554,42.219.154.243,553,0,2
554,42.219.154.201,553,0,2
554,42.219.152.46,553,0,2
554,42.219.152.37,553,0,2
554,42.219.151.38,553,0,2
554,42.219.151.167,553,0,2
554,42.219.151.132,554,0,2
554,42.219.151.101,553,0,2
554,42.219.150.4,553,0,2
554,42.219.148.0,553,0,2
554,42.219.145.203,553,0,2
554,42.219.144.90,553,0,2
554,42.219.144.76,553,0,2
554,42.219.144.64,553,0,2
553,42.219.159.163,552,0,2
553,42.219.158.49,552,0,2
553,42.219.157.207,552,0,2
553,42.219.157.148,552,0,2
553,42.219.156.73,552,0,2
553,42.219.156.24,552,0,2
553,42.219.156.102,552,0,2
553,42.219.155.216,552,0,2
553,42.219.154.255,552,0,2
553,42.219.154.194,552,0,2
553,42.219.151.68,552,0,2
553,42.219.151.55,552,0,2
553,42.219.151.44,552,0,2
553,42.219.151.21,552,0,2
553,42.219.150.82,552,0,2
553,42.219.150.18,552,0,2
553,42.219.150.112,552,0,2
553,42.219.145.189,552,0,2
552,42.219.159.62,551,0,2
552,42.219.159.125,551,0,2
552,42.219.156.105,551,0,2
552,42.219.156.1,551,0,2
552,42.219.154.164,551,0,2
552,42.219.152.66,551,0,2
552,42.219.152.39,551,0,2
552,42.219.151.56,551,0,2
552,42.219.151.5,551,0,2
552,42.219.150.9,551,0,2
552,42.219.150.65,551,0,2
552,42.219.150.44,551,0,2
552,42.219.150.110,551,0,2
552,42.219.145.255,551,0,2
552,42.219.144.78,551,0,2
552,42.219.144.31,551,0,2
552,42.219.144.16,551,0,2
551,42.219.159.44,550,0,2
551,42.219.159.39,550,0,2
551,42.219.158.53,550,0,2
551,42.219.157.137,550,0,2
551,42.219.156.87,550,0,2
551,42.219.156.5,550,0,2
551,42.219.156.249,551,0,2
551,42.219.156.14,550,0,2
551,42.219.154.210,550,0,2
551,42.219.150.99,550,0,2
551,42.219.150.98,550,0,2
551,42.219.150.54,550,0,2
551,42.219.150.45,550,0,2
551,42.219.150.33,550,0,2
551,42.219.150.19,550,0,2
551,42.219.150.14,550,0,2
551,42.219.150.121,550,0,2
551,42.219.150.12,550,0,2
551,42.219.150.11,550,0,2
551,42.219.150.105,550,0,2
551,42.219.150.100,550,0,2
551,42.219.145.228,550,0,2
551,42.219.145.130,550,0,2
551,42.219.144.99,550,0,2
551,42.219.144.42,550,0,2
551,42.219.144.10,550,0,2
550,42.219.158.34,549,0,2
550,42.219.158.193,549,0,2
550,42.219.158.106,549,0,2
550,42.219.157.243,549,0,2
550,42.219.156.95,549,0,2
550,42.219.156.92,549,0,2
550,42.219.156.44,549,0,2
550,42.219.153.249,549,0,2
550,42.219.152.90,549,0,2
550,42.219.152.55,549,0,2
550,42.219.152.0,549,0,2
550,42.219.151.81,549,0,2
550,42.219.151.75,549,0,2
550,42.219.150.83,549,0,2
550,42.219.150.13,549,0,2
550,42.219.145.184,549,0,2
550,42.219.144.67,549,0,2
550,42.219.144.126,549,0,2
549,42.219.159.42,548,0,2
549,42.219.159.38,548,0,2
549,42.219.159.22,548,0,2
549,42.219.159.180,548,0,2
549,42.219.159.100,548,0,2
549,42.219.158.90,548,0,2
549,42.219.158.29,548,0,2
549,42.219.157.237,548,0,2
549,42.219.156.86,548,0,2
549,42.219.156.53,548,0,2
549,42.219.156.107,548,0,2
549,42.219.155.254,548,0,2
549,42.219.155.210,548,0,2
549,42.219.154.237,548,0,2
549,42.219.152.117,548,0,2
549,42.219.151.12,548,0,2
549,42.219.150.81,548,0,2
549,42.219.150.43,548,0,2
549,42.219.145.138,548,0,2
548,42.219.159.5,547,0,2
548,42.219.159.4,547,0,2
548,42.219.157.223,547,0,2
548,42.219.157.196,547,0,2
548,42.219.157.176,547,0,2
548,42.219.157.136,547,0,2
548,42.219.156.77,547,0,2
548,42.219.156.40,547,0,2
548,42.219.154.242,547,0,2
548,42.219.154.220,547,0,2
548,42.219.152.73,547,0,2
548,42.219.152.4,547,0,2
548,42.219.151.41,547,0,2
548,42.219.150.84,547,0,2
548,42.219.150.28,547,0,2
548,42.219.150.122,547,0,2
548,42.219.145.177,547,0,2
548,42.219.145.150,547,0,2
548,42.219.144.107,547,0,2
547,42.219.159.45,546,0,2
547,42.219.159.102,546,0,2
547,42.219.158.154,546,0,2
547,42.219.157.188,546,0,2
547,42.219.157.160,546,0,2
547,42.219.156.83,546,0,2
547,42.219.156.58,546,0,2
547,42.219.156.43,546,0,2
547,42.219.156.119,546,0,2
547,42.219.155.243,546,0,2
547,42.219.155.171,546,0,2
547,42.219.153.247,546,0,2
547,42.219.150.87,546,0,2
547,42.219.150.32,546,0,2
547,42.219.150.103,546,0,2
547,42.219.145.253,546,0,2
547,42.219.145.192,546,0,2
547,42.219.145.153,546,0,2
547,42.219.144.77,546,0,2
547,42.219.144.12,546,0,2
547,42.219.144.111,546,0,2
546,42.219.157.181,545,0,2
546,42.219.157.154,545,0,2
546,42.219.156.59,545,0,2
546,42.219.154.203,545,0,2
546,42.219.153.180,545,0,2
546,42.219.152.7,545,0,2
546,42.219.152.20,545,0,2
546,42.219.152.10,545,0,2
546,42.219.151.125,545,0,2
546,42.219.150.97,545,0,2
546,42.219.150.22,545,0,2
546,42.219.150.109,545,0,2
546,42.219.144.97,545,0,2
545,42.219.159.30,544,0,2
545,42.219.159.20,544,0,2
545,42.219.159.10,544,0,2
545,42.219.158.83,544,0,2
545,42.219.158.82,544,0,2
545,42.219.158.67,544,0,2
545,42.219.158.23,544,0,2
545,42.219.158.147,544,0,2
545,42.219.156.90,544,0,2
545,42.219.156.69,544,0,2
545,42.219.156.120,544,0,2
545,42.219.155.228,544,0,2
545,42.219.153.177,544,0,2
545,42.219.152.250,545,0,2
545,42.219.152.12,544,0,2
545,42.219.151.62,544,0,2
545,42.219.150.42,544,0,2
545,42.219.150.20,544,0,2
545,42.219.150.2,544,0,2
545,42.219.146.31,544,0,2
545,42.219.144.45,544,0,2
544,42.219.159.40,543,0,2
544,42.219.158.94,543,0,2
544,42.219.158.35,543,0,2
544,42.219.157.233,543,0,2
544,42.219.157.165,543,0,2
544,42.219.157.150,543,0,2
544,42.219.156.94,543,0,2
544,42.219.156.93,543,0,2
544,42.219.156.2,543,0,2
544,42.219.151.19,543,0,2
544,42.219.150.93,543,0,2
544,42.219.150.8,543,0,2
544,42.219.150.115,543,0,2
544,42.219.145.254,543,0,2
544,42.219.144.70,543,0,2
544,42.219.144.15,543,0,2
543,42.219.159.72,542,0,2
543,42.219.159.67,542,0,2
543,42.219.159.21,542,0,2
543,42.219.158.93,542,0,2
543,42.219.158.2,542,0,2
543,42.219.158.0,542,0,2
543,42.219.156.8,542,0,2
543,42.219.156.78,542,0,2
543,42.219.155.232,542,0,2
543,42.219.154.57,543,0,2
543,42.219.154.251,542,0,2
543,42.219.152.85,542,0,2
543,42.219.152.118,542,0,2
543,42.219.150.47,542,0,2
542,42.219.159.48,541,0,2
542,42.219.158.4,541,0,2
542,42.219.158.194,541,0,2
542,42.219.158.115,541,0,2
542,42.219.157.151,541,0,2
542,42.219.156.89,541,0,2
542,42.219.156.34,541,0,2
542,42.219.154.168,541,0,2
542,42.219.153.134,541,0,2
542,42.219.152.27,541,0,2
542,42.219.150.111,541,0,2
541,42.219.159.97,540,0,2
541,42.219.159.124,540,0,2
541,42.219.159.11,540,0,2
541,42.219.159.101,540,0,2
541,42.219.157.248,540,0,2
541,42.219.156.72,540,0,2
541,42.219.156.45,540,0,2
541,42.219.156.20,540,0,2
541,42.219.151.110,540,0,2
541,42.219.150.15,540,0,2
541,42.219.145.208,540,0,2
541,42.219.144.88,540,0,2
540,42.219.159.98,539,0,2
540,42.219.159.73,539,0,2
540,42.219.158.58,539,0,2
540,42.219.158.41,539,0,2
540,42.219.156.82,539,0,2
540,42.219.156.63,539,0,2
540,42.219.152.97,539,0,2
539,42.219.159.96,538,0,2
539,42.219.159.70,522,15,0
539,42.219.159.24,538,0,2
539,42.219.158.64,538,0,2
539,42.219.158.26,538,0,2
539,42.219.156.121,538,0,2
539,42.219.155.159,538,0,2
539,42.219.154.216,538,0,2
539,42.219.152.69,538,0,2
538,42.219.159.53,537,0,2
538,42.219.158.57,537,0,2
538,42.219.158.32,537,0,2
538,42.219.158.121,537,0,2
538,42.219.158.1,537,0,2
538,42.219.156.64,537,0,2
538,42.219.156.61,537,0,2
538,42.219.156.51,537,0,2
538,42.219.155.218,537,0,2
538,42.219.152.71,537,0,2
538,42.219.152.24,537,0,2
538,42.219.145.239,537,0,2
538,42.219.145.186,537,0,2
537,42.219.159.0,536,0,2
537,42.219.158.18,536,0,2
537,42.219.158.151,536,0,2
537,42.219.158.120,536,0,2
537,42.219.158.118,536,0,2
537,42.219.157.200,536,0,2
537,42.219.156.48,536,0,2
536,42.219.159.51,535,0,2
536,42.219.159.36,535,0,2
536,42.219.158.72,535,0,2
536,42.219.158.107,535,0,2
536,42.219.156.47,535,0,2
536,42.219.155.134,535,0,2
536,42.219.152.61,535,0,2
536,42.219.150.124,535,0,2
536,42.219.144.108,535,0,2
535,42.219.159.55,534,0,2
535,42.219.159.52,534,0,2
535,42.219.159.32,534,0,2
535,42.219.159.18,534,0,2
535,42.219.159.116,534,0,2
535,42.219.158.71,534,0,2
535,42.219.158.56,534,0,2
535,42.219.158.44,534,0,2
535,42.219.156.26,534,0,2
535,42.219.144.27,534,0,2
534,42.219.159.28,533,0,2
534,42.219.159.16,533,0,2
534,42.219.158.62,533,0,2
534,42.219.158.124,533,0,2
534,42.219.157.185,533,0,2
534,42.219.156.96,533,0,2
534,42.219.156.101,533,0,2
534,42.219.155.244,533,0,2
534,42.219.154.245,533,0,2
534,42.219.150.17,533,0,2
534,42.219.149.239,533,0,2
533,42.219.158.65,532,0,2
533,42.219.158.61,532,0,2
533,42.219.158.5,532,0,2
533,42.219.158.42,532,0,2
533,42.219.158.125,532,0,2
533,42.219.158.12,532,0,2
533,42.219.157.224,532,0,2
533,42.219.156.81,532,0,2
533,42.219.156.68,532,0,2
533,42.219.156.0,532,0,2
533,42.219.150.10,532,0,2
532,42.219.159.50,531,0,2
532,42.219.159.23,531,0,2
532,42.219.159.13,531,0,2
532,42.219.158.6,531,0,2
532,42.219.158.51,531,0,2
532,42.219.158.50,531,0,2
532,42.219.158.197,532,0,2
532,42.219.158.116,531,0,2
532,42.219.158.108,531,0,2
532,42.219.152.21,531,0,2
532,42.219.150.59,531,0,2
531,42.219.159.9,530,0,2
531,42.219.158.97,530,0,2
531,42.219.158.89,530,0,2
531,42.219.158.75,530,0,2
531,42.219.158.45,530,0,2
531,42.219.158.24,530,0,2
531,42.219.158.11,530,0,2
530,42.219.159.99,529,0,2
530,42.219.159.60,528,1,0
530,42.219.159.54,529,0,2
530,42.219.159.43,529,0,2
530,42.219.159.33,529,0,2
530,42.219.159.109,529,0,2
530,42.219.158.52,529,0,2
530,42.219.158.30,529,0,2
530,42.219.158.113,529,0,2
530,42.219.150.24,529,0,2
529,42.219.159.244,528,0,2
529,42.219.158.25,528,0,2
528,42.219.159.111,527,0,2
528,42.219.158.80,527,0,2
528,42.219.158.48,527,0,2
528,42.219.158.37,527,0,2
528,42.219.157.228,527,0,2
527,42.219.159.58,526,0,2
527,42.219.159.46,526,0,2
527,42.219.159.123,526,0,2
527,42.219.158.95,526,0,2
527,42.219.158.59,526,0,2
526,42.219.159.75,525,0,2
526,42.219.159.57,525,0,2
526,42.219.158.55,525,0,2
526,42.219.158.15,525,0,2
526,42.219.158.110,525,0,2
526,42.219.158.104,525,0,2
526,42.219.156.23,525,0,2
526,42.219.156.110,525,0,2
526,42.219.150.96,525,0,2
525,42.219.159.41,524,0,2
525,42.219.159.35,524,0,2
525,42.219.158.14,524,0,2
525,42.219.150.46,524,0,2
524,42.219.159.79,523,0,2
524,42.219.159.6,523,0,2
524,42.219.159.29,523,0,2
524,42.219.159.108,523,0,2
524,42.219.158.98,523,0,2
524,42.219.158.7,523,0,2
524,42.219.144.7,523,0,2
523,42.219.158.73,522,0,2
522,42.219.158.8,521,0,2
522,42.219.158.19,521,0,2
522,42.219.150.31,521,0,2
521,42.219.159.78,520,0,2
521,42.219.159.77,520,0,2
521,42.219.159.110,520,0,2
521,42.219.158.84,520,0,2
521,42.219.158.81,520,0,2
521,42.219.155.224,520,0,2
520,42.219.158.85,519,0,2
520,42.219.158.69,519,0,2
520,42.219.158.103,519,0,2
520,42.219.158.101,519,0,2
519,42.219.159.19,518,0,2
519,42.219.158.9,518,0,2
519,42.219.158.20,518,0,2
519,42.219.158.105,518,0,2
519,42.219.156.66,518,0,2
518,42.219.158.74,517,0,2
518,42.219.158.27,517,0,2
518,42.219.153.3,518,0,2
517,42.219.158.77,516,0,2
517,42.219.158.63,516,0,2
517,42.219.158.114,516,0,2
517,42.219.158.112,516,0,2
516,42.219.159.25,515,0,2
516,42.219.159.1,515,0,2
516,42.219.158.102,515,0,2
516,42.219.156.16,515,0,2
515,42.219.158.92,514,0,2
515,42.219.158.66,514,0,2
515,42.219.158.54,514,0,2
515,42.219.158.119,514,0,2
515,42.219.151.31,514,0,2
514,42.219.159.8,513,0,2
514,42.219.159.14,513,0,2
514,42.219.159.113,513,0,2
514,42.219.158.79,513,0,2
514,42.219.158.68,513,0,2
514,42.219.158.46,513,0,2
514,42.219.158.39,513,0,2
513,42.219.159.3,512,0,2
513,42.219.158.38,512,0,2
513,42.219.157.3,513,0,2
512,42.219.158.96,511,0,2
512,42.219.158.36,511,0,2
511,42.219.158.91,510,0,2
510,42.219.158.122,509,0,2
510,42.219.158.111,509,0,2
508,42.219.159.15,507,0,2
508,42.219.153.255,507,0,2
507,42.219.157.239,506,0,2
506,42.219.158.43,505,0,2
506,42.219.158.109,505,0,2
506,42.219.158.100,505,0,2
505,42.219.158.40,504,0,2
504,42.219.158.99,503,0,2
504,42.219.158.22,503,0,2
503,42.219.158.70,502,0,2
502,42.219.158.87,501,0,2
501,42.219.158.86,500,0,2
501,42.219.152.31,500,0,2
500,42.219.159.117,497,2,0
500,42.219.158.17,499,0,2
498,42.219.158.16,497,0,2
498,42.219.158.13,497,0,2
497,42.219.158.21,496,0,2
496,42.219.154.239,495,0,2
490,42.219.144.0,489,0,2
489,42.219.150.16,488,0,2
479,42.219.159.31,478,0,2
455,42.219.158.31,454,0,2
196,42.219.248.36,0,0,3
175,42.219.254.121,0,0,3
164,42.219.41.119,0,0,3
152,42.219.243.110,0,0,3
139,42.219.248.230,0,0,3
122,42.219.226.74,0,0,3
113,42.219.253.227,0,0,3
96,42.219.254.16,0,0,3
86,42.219.241.82,0,0,3
77,42.219.246.183,0,0,3
76,42.219.41.116,0,0,3
76,42.219.248.199,0,0,3
74,42.219.243.60,0,0,3
66,42.219.255.71,0,0,3
64,42.219.240.248,0,0,3
62,42.219.252.55,0,0,3
56,42.219.242.206,0,0,3
54,42.219.249.221,0,0,3
42,42.219.240.144,0,0,3
40,42.219.243.62,0,0,3
38,42.219.206.141,0,0,3
37,42.219.252.122,0,0,3
36,42.219.43.168,0,0,3
31,42.219.255.228,0,0,3
31,42.219.243.247,0,0,3
29,42.219.128.119,0,0,3
28,42.219.241.134,0,0,3
26,42.219.204.178,0,0,3
24,42.219.250.119,0,0,3
22,42.219.250.206,0,0,3
22,42.219.188.222,0,0,3
20,42.219.254.7,0,0,3
19,42.219.242.42,0,0,3
16,42.219.246.181,0,0,3
13,42.219.224.68,0,0,3
12,42.219.41.101,0,0,3
12,42.219.225.17,0,0,3
11,42.219.19.165,0,0,3
9,42.219.43.64,0,0,3
8,42.219.84.62,0,0,3
8,42.219.248.106,0,0,3
6,42.219.252.47,0,0,3
6,42.219.251.163,0,0,3
6,42.219.248.186,0,0,3
6,42.219.242.217,0,0,3
6,42.219.226.169,0,0,3
6,42.219.222.134,0,0,3
6,42.219.204.161,0,0,3
5,42.219.255.21,0,0,3
5,42.219.241.79,0,0,3
4,42.219.43.235,0,0,3
4,42.219.43.212,0,0,3
4,42.219.43.186,0,0,3
4,42.219.41.118,0,0,3
4,42.219.206.118,0,0,3
4,42.219.104.14,0,0,3
3,42.219.96.179,0,0,3
3,42.219.252.194,0,0,3
3,42.219.252.14,0,0,3
3,42.219.249.131,0,0,3
3,42.219.186.136,0,0,3
2,42.219.95.238,0,0,3
2,42.219.95.225,0,0,3
2,42.219.79.42,0,0,3
2,42.219.79.35,0,0,3
2,42.219.75.25,0,0,3
2,42.219.74.134,0,0,3
2,42.219.71.79,0,0,3
2,42.219.67.225,0,0,3
2,42.219.43.99,0,0,3
2,42.219.43.112,0,0,3
2,42.219.43.104,0,0,3
2,42.219.253.89,0,0,3
2,42.219.251.244,0,0,3
2,42.219.251.16,0,0,3
2,42.219.249.133,0,0,3
2,42.219.248.29,0,0,3
2,42.219.242.35,0,0,3
2,42.219.242.223,0,0,3
2,42.219.233.81,0,0,3
2,42.219.230.178,0,0,3
2,42.219.204.168,0,0,3
2,42.219.20.253,0,0,3
2,42.219.20.157,0,0,3
2,42.219.20.132,0,0,3
2,42.219.179.145,0,0,3
2,42.219.137.13,0,0,3
2,42.219.100.132,0,0,3
1,42.219.97.44,0,0,3
1,42.219.97.120,0,0,3
1,42.219.96.203,0,0,3
1,42.219.94.219,0,0,3
1,42.219.89.3,0,0,3
1,42.219.89.17,0,0,3
1,42.219.88.39,0,0,3
1,42.219.88.30,0,0,3
1,42.219.87.57,0,0,3
1,42.219.86.136,0,0,3
1,42.219.85.204,0,0,3
1,42.219.84.36,0,0,3
1,42.219.84.12,0,0,3
1,42.219.8.255,0,0,3
1,42.219.78.211,0,0,3
1,42.219.77.78,0,0,3
1,42.219.76.205,0,0,3
1,42.219.75.116,0,0,3
1,42.219.73.124,0,0,3
1,42.219.72.152,0,0,3
1,42.219.71.92,0,0,3
1,42.219.71.56,0,0,3
1,42.219.68.85,0,0,3
1,42.219.68.21,0,0,3
1,42.219.62.225,0,0,3
1,42.219.62.200,0,0,3
1,42.219.61.17,0,0,3
1,42.219.61.125,0,0,3
1,42.219.60.24,0,0,3
1,42.219.58.208,0,0,3
1,42.219.58.158,0,0,3
1,42.219.58.132,0,0,3
1,42.219.57.34,0,0,3
1,42.219.57.2,0,0,3
1,42.219.56.183,0,0,3
1,42.219.54.242,0,0,3
1,42.219.52.114,0,0,3
1,42.219.51.90,0,0,3
1,42.219.50.185,0,0,3
1,42.219.5.25,0,0,3
1,42.219.47.14,0,0,3
1,42.219.47.118,0,0,3
1,42.219.44.177,0,0,3
1,42.219.44.148,0,0,3
1,42.219.41.89,0,0,3
1,42.219.41.43,0,0,3
1,42.219.41.0,0,0,3
1,42.219.4.9,0,0,3
1,42.219.4.71,0,0,3
1,42.219.4.63,0,0,3
1,42.219.4.110,0,0,3
1,42.219.39.86,0,0,3
1,42.219.39.85,0,0,3
1,42.219.38.243,0,0,3
1,42.219.38.141,0,0,3
1,42.219.36.10,0,0,3
1,42.219.35.29,0,0,3
1,42.219.34.30,0,0,3
1,42.219.33.9,0,0,3
1,42.219.33.37,0,0,3
1,42.219.32.28,0,0,3
1,42.219.32.11,0,0,3
1,42.219.31.9,0,0,3
1,42.219.31.65,0,0,3
1,42.219.3.7,0,0,3
1,42.219.3.61,0,0,3
1,42.219.29.76,0,0,3
1,42.219.29.64,0,0,3
1,42.219.29.31,0,0,3
1,42.219.28.81,0,0,3
1,42.219.28.80,0,0,3
1,42.219.26.164,0,0,3
1,42.219.254.150,0,0,3
1,42.219.253.4,0,0,3
